ExperimentTitle,SampleName,SampleDescription,SequencingDate,FileName,FileLocation
Seasonal Root and Needle Transcriptomics 2012,P1169_152,Needles.25_year.Late_June.7A,2014-07-29,6_140729_BC49TKACXX_P1169_152_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_152/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_152,Needles.25_year.Late_June.7A,2014-07-29,6_140729_BC49TKACXX_P1169_152_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_152/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_153,Needles.25_year.Late_June.7A,2014-07-29,3_140729_BC49TKACXX_P1169_153_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_153/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_153,Needles.25_year.Late_June.7A,2014-07-29,3_140729_BC49TKACXX_P1169_153_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_153/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_154,Needles.25_year.Late_June.7A,2014-07-29,3_140729_BC49TKACXX_P1169_154_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_154/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_154,Needles.25_year.Late_June.7A,2014-07-29,3_140729_BC49TKACXX_P1169_154_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_154/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_155,Needles.25_year.August.7A,2014-07-29,3_140729_BC49TKACXX_P1169_155_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_155/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_155,Needles.25_year.August.7A,2014-07-29,3_140729_BC49TKACXX_P1169_155_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_155/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_156,Needles.25_year.August.7A,2014-07-29,3_140729_BC49TKACXX_P1169_156_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_156/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_156,Needles.25_year.August.7A,2014-07-29,3_140729_BC49TKACXX_P1169_156_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_156/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_157,Needles.25_year.August.7A,2014-07-29,6_140729_BC49TKACXX_P1169_157_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_157/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_157,Needles.25_year.August.7A,2014-07-29,6_140729_BC49TKACXX_P1169_157_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_157/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_158,Needles.25_year.October.7A,2014-07-29,6_140729_BC49TKACXX_P1169_158_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_158/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_158,Needles.25_year.October.7A,2014-07-29,6_140729_BC49TKACXX_P1169_158_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_158/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_159,Needles.25_year.October.7A,2014-07-29,6_140729_BC49TKACXX_P1169_159_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_159/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_159,Needles.25_year.October.7A,2014-07-29,6_140729_BC49TKACXX_P1169_159_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_159/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_160,Needles.25_year.October.7A,2014-07-29,6_140729_BC49TKACXX_P1169_160_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_160/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_160,Needles.25_year.October.7A,2014-07-29,6_140729_BC49TKACXX_P1169_160_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_160/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_161,Needles.5_year.Early_June.12B,2014-07-29,3_140729_BC49TKACXX_P1169_161_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_161/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_161,Needles.5_year.Early_June.12B,2014-07-29,3_140729_BC49TKACXX_P1169_161_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_161/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_162,Needles.5_year.Early_June.12B,2014-07-29,3_140729_BC49TKACXX_P1169_162_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_162/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_162,Needles.5_year.Early_June.12B,2014-07-29,3_140729_BC49TKACXX_P1169_162_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_162/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_163,Needles.5_year.Early_June.12B,2014-07-29,3_140729_BC49TKACXX_P1169_163_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_163/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_163,Needles.5_year.Early_June.12B,2014-07-29,3_140729_BC49TKACXX_P1169_163_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_163/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_164,Needles.5_year.Late_June.12B,2014-07-29,3_140729_BC49TKACXX_P1169_164_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_164/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_164,Needles.5_year.Late_June.12B,2014-07-29,3_140729_BC49TKACXX_P1169_164_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_164/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_165,Needles.5_year.Late_June.12B,2014-07-29,6_140729_BC49TKACXX_P1169_165_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_165/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_165,Needles.5_year.Late_June.12B,2014-07-29,6_140729_BC49TKACXX_P1169_165_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_165/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_166,Needles.5_year.Late_June.12B,2014-07-29,6_140729_BC49TKACXX_P1169_166_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_166/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_166,Needles.5_year.Late_June.12B,2014-07-29,6_140729_BC49TKACXX_P1169_166_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_166/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_167,Needles.5_year.August.12B,2014-07-30,8_140730_BC494LACXX_P1169_167_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_167/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_167,Needles.5_year.August.12B,2014-07-30,8_140730_BC494LACXX_P1169_167_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_167/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_168,Needles.5_year.August.12B,2014-07-30,8_140730_BC494LACXX_P1169_168_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_168/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_168,Needles.5_year.August.12B,2014-07-30,8_140730_BC494LACXX_P1169_168_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_168/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_169,Needles.5_year.August.12B,2014-07-29,3_140729_BC49TKACXX_P1169_169_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_169/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_169,Needles.5_year.August.12B,2014-07-29,3_140729_BC49TKACXX_P1169_169_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_169/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_170,Needles.5_year.October.12B,2014-07-29,3_140729_BC49TKACXX_P1169_170_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_170/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_170,Needles.5_year.October.12B,2014-07-29,3_140729_BC49TKACXX_P1169_170_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_170/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_171,Needles.5_year.October.12B,2014-07-29,3_140729_BC49TKACXX_P1169_171_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_171/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_171,Needles.5_year.October.12B,2014-07-29,3_140729_BC49TKACXX_P1169_171_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_171/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_172,Needles.5_year.October.12B,2014-07-29,3_140729_BC49TKACXX_P1169_172_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_172/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_172,Needles.5_year.October.12B,2014-07-29,3_140729_BC49TKACXX_P1169_172_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_172/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_173,Needles.25_year.Early_June.13B,2014-07-29,6_140729_BC49TKACXX_P1169_173_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_173/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_173,Needles.25_year.Early_June.13B,2014-07-29,6_140729_BC49TKACXX_P1169_173_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_173/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_174,Needles.25_year.Early_June.13B,2014-07-29,6_140729_BC49TKACXX_P1169_174_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_174/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_174,Needles.25_year.Early_June.13B,2014-07-29,6_140729_BC49TKACXX_P1169_174_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_174/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_175,Needles.25_year.Early_June.13B,2014-07-30,8_140730_BC494LACXX_P1169_175_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_175/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_175,Needles.25_year.Early_June.13B,2014-07-30,8_140730_BC494LACXX_P1169_175_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_175/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_176,Needles.25_year.Late_June.13B,2014-07-30,8_140730_BC494LACXX_P1169_176_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_176/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_176,Needles.25_year.Late_June.13B,2014-07-30,8_140730_BC494LACXX_P1169_176_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_176/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_177,Needles.25_year.Late_June.13B,2014-07-29,7_140729_BC49TKACXX_P1169_177_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_177/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_177,Needles.25_year.Late_June.13B,2014-07-29,7_140729_BC49TKACXX_P1169_177_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_177/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_179,Needles.25_year.August.13A,2014-07-29,7_140729_BC49TKACXX_P1169_179_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_179/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_179,Needles.25_year.August.13A,2014-07-29,7_140729_BC49TKACXX_P1169_179_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_179/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_181,Needles.25_year.August.13A,2014-07-29,8_140729_BC49TKACXX_P1169_181_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_181/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_181,Needles.25_year.August.13A,2014-07-29,8_140729_BC49TKACXX_P1169_181_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_181/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_182,Needles.25_year.October.13B,2014-07-29,8_140729_BC49TKACXX_P1169_182_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_182/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_182,Needles.25_year.October.13B,2014-07-29,8_140729_BC49TKACXX_P1169_182_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_182/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_183,Needles.25_year.October.13B,2014-07-29,8_140729_BC49TKACXX_P1169_183_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_183/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_183,Needles.25_year.October.13B,2014-07-29,8_140729_BC49TKACXX_P1169_183_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_183/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_184,Needles.25_year.October.13B,2014-07-29,8_140729_BC49TKACXX_P1169_184_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_184/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_184,Needles.25_year.October.13B,2014-07-29,8_140729_BC49TKACXX_P1169_184_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_184/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_185,Needles.Control.Early_June.14A,2014-07-29,7_140729_BC49TKACXX_P1169_185_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_185/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_185,Needles.Control.Early_June.14A,2014-07-29,7_140729_BC49TKACXX_P1169_185_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_185/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_186,Needles.Control.Early_June.14A,2014-07-29,7_140729_BC49TKACXX_P1169_186_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_186/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_186,Needles.Control.Early_June.14A,2014-07-29,7_140729_BC49TKACXX_P1169_186_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_186/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_187,Needles.Control.Early_June.14A,2014-07-29,7_140729_BC49TKACXX_P1169_187_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_187/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_187,Needles.Control.Early_June.14A,2014-07-29,7_140729_BC49TKACXX_P1169_187_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_187/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_188,Needles.Control.Late_June.14A,2014-07-29,7_140729_BC49TKACXX_P1169_188_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_188/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_188,Needles.Control.Late_June.14A,2014-07-29,7_140729_BC49TKACXX_P1169_188_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_188/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_189,Needles.Control.Late_June.14A,2014-07-29,8_140729_BC49TKACXX_P1169_189_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_189/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_189,Needles.Control.Late_June.14A,2014-07-29,8_140729_BC49TKACXX_P1169_189_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_189/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_190,Needles.Control.Late_June.14A,2014-07-29,8_140729_BC49TKACXX_P1169_190_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_190/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_190,Needles.Control.Late_June.14A,2014-07-29,8_140729_BC49TKACXX_P1169_190_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_190/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_191,Needles.Control.August.14A,2014-07-29,8_140729_BC49TKACXX_P1169_191_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_191/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_191,Needles.Control.August.14A,2014-07-29,8_140729_BC49TKACXX_P1169_191_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_191/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_192,Needles.Control.August.14A,2014-07-29,8_140729_BC49TKACXX_P1169_192_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_192/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_192,Needles.Control.August.14A,2014-07-29,8_140729_BC49TKACXX_P1169_192_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_192/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_193,Needles.Control.August.14A,2014-07-29,7_140729_BC49TKACXX_P1169_193_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_193/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_193,Needles.Control.August.14A,2014-07-29,7_140729_BC49TKACXX_P1169_193_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_193/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_194,Needles.Control.October.14A,2014-07-29,7_140729_BC49TKACXX_P1169_194_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_194/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_194,Needles.Control.October.14A,2014-07-29,7_140729_BC49TKACXX_P1169_194_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_194/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_195,Needles.Control.October.14A,2014-07-29,7_140729_BC49TKACXX_P1169_195_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_195/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_195,Needles.Control.October.14A,2014-07-29,7_140729_BC49TKACXX_P1169_195_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_195/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_196,Needles.Control.October.14A,2014-07-29,7_140729_BC49TKACXX_P1169_196_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_196/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_196,Needles.Control.October.14A,2014-07-29,7_140729_BC49TKACXX_P1169_196_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_196/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_201,Needles.5_year.Early_June.16B,2014-07-29,8_140729_BC49TKACXX_P1169_201_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_201/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_201,Needles.5_year.Early_June.16B,2014-07-29,8_140729_BC49TKACXX_P1169_201_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_201/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_202,Needles.5_year.Early_June.16B,2014-07-29,8_140729_BC49TKACXX_P1169_202_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_202/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_202,Needles.5_year.Early_June.16B,2014-07-29,8_140729_BC49TKACXX_P1169_202_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_202/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_203,Needles.5_year.Early_June.16B,2014-07-29,8_140729_BC49TKACXX_P1169_203_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_203/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_203,Needles.5_year.Early_June.16B,2014-07-29,8_140729_BC49TKACXX_P1169_203_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_203/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_204,Needles.5_year.Late_June.16B,2014-07-29,8_140729_BC49TKACXX_P1169_204_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_204/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_204,Needles.5_year.Late_June.16B,2014-07-29,8_140729_BC49TKACXX_P1169_204_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_204/140729_BC49TKACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_205,Needles.5_year.Late_June.16B,2014-07-30,8_140730_BC494LACXX_P1169_205_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_205/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_205,Needles.5_year.Late_June.16B,2014-07-30,8_140730_BC494LACXX_P1169_205_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_205/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_206,Needles.5_year.Late_June.16B,2014-07-30,8_140730_BC494LACXX_P1169_206_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_206/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_206,Needles.5_year.Late_June.16B,2014-07-30,8_140730_BC494LACXX_P1169_206_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_206/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_207,Needles.5_year.August.16B,2014-07-30,8_140730_BC494LACXX_P1169_207_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_207/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_207,Needles.5_year.August.16B,2014-07-30,8_140730_BC494LACXX_P1169_207_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_207/140730_BC494LACXX
